annee,departement,sejours,nuitees,conso_touristique,duree_sejour,repeaters,hebergement_marchand,voyagent_individuel,motif_personnel,depense_jour_personne,budget_sejour,satisfaction_globale,nps,intention_revenir,transport_avion,transport_train,transport_route,satisfaction_proprete,satisfaction_securite,satisfaction_restauration,satisfaction_transport,satisfaction_culture,sejours_total_idf,nuitees_total_idf,is_covid,repeaters_pct,satisfaction_globale_pct,hebergement_marchand_pct,voyagent_individuel_pct,motif_personnel_pct,transport_avion_pct,transport_train_pct,transport_route_pct,satisfaction_proprete_pct,satisfaction_securite_pct,satisfaction_restauration_pct,satisfaction_transport_pct,satisfaction_culture_pct,intention_revenir_pct,part_sejours_idf,zone,evol_sejours_pct,depense_totale_estimee,zone_detail,code_dept,sejours_millions,nuitees_millions,conso_milliards
2020,Paris,7730570.004419053,29208077.60967401,3282899224.237274,3.778256660631454,0.8647666,0.6944725999999999,0.8203689000000001,0.6696966,112.3969632,424.6645748451484,0.9516165,33.23572,0.7373385,0.2284562,0.3800841,0.3914597,0.528709,0.6927842,0.8940805,0.8207062,0.9382388,17411689.632677298,66128161.16805763,True,86.47666000000001,95.16165,69.44725999999999,82.03689,66.96966,22.84562,38.00841,39.145970000000005,52.8709,69.27842,89.40804999999999,82.07062,93.82388,73.73385,44.3987353755189,Paris,-73.33464466272362,3282899224.237274,Paris (75),75,7.730570004419053,29.20807760967401,3.282899224237274
2021,Paris,11511107.303613994,41317130.85651142,5200671940.368783,3.589327226889772,0.8448655,0.7442696999999999,0.8652687,0.7257584,125.8720495,451.7959743747671,0.9642453,40.208960000000005,0.7646006999999999,0.2412158,0.3437586,0.4150256,0.575821,0.6897324,0.9025644,0.8827174,0.9377254,22608370.153213795,82549300.81827837,True,84.48655000000001,96.42453,74.42697,86.52687,72.57584,24.12158,34.37586,41.50256,57.5821,68.97324,90.25644,88.27174,93.77254,76.46006999999999,50.91524610400844,Paris,48.9037328040993,5200671940.368783,Paris (75),75,11.511107303613993,41.31713085651142,5.200671940368783
2022,Paris,24502900.66981967,93241519.58947596,12954742891.35481,3.805325779421779,0.7576923,0.7475382,0.860706,0.7891574,138.9374921,528.7024204163397,0.9353126,42.40489000000001,0.656704,0.3791745,0.3416887,0.2791368,0.5809922,0.7100356,0.8924899,0.8690813,0.9559817,44085351.650253415,171921744.81550583,False,75.76923,93.53126,74.75382,86.0706,78.91574,37.91745,34.16887,27.913680000000003,58.09922,71.00356,89.24898999999999,86.90813,95.59817,65.6704,55.58059480666255,Paris,112.8631071150454,12954742891.35481,Paris (75),75,24.50290066981967,93.24151958947596,12.95474289135481
2023,Paris,28744689.201090284,102068942.32710648,15336104091.074728,3.550880011714826,0.7539958,0.7907903999999999,0.8365442,0.7555181,150.2524053,533.5282626918447,0.9629552,37.79943,0.6735721,0.3818729,0.3431345,0.2749927,0.5616204,0.6898183,0.8901492,0.8020186,0.9271971,47580278.49712865,175134811.62252828,False,75.39958,96.29552,79.07903999999999,83.65442,75.55181,38.18729,34.31345,27.49927,56.162040000000005,68.98183,89.01492,80.20186,92.71971,67.35721,60.41303268711417,Paris,17.31137300203498,15336104091.074728,Paris (75),75,28.744689201090285,102.06894232710647,15.336104091074729
2024,Paris,29769196.827745352,109134679.94736066,16692264260.420671,3.666027020441662,0.7119938,0.7978369999999999,0.8381601000000001,0.7638108,152.9510534,560.7226945694156,0.9691481,40.8899,0.6715762999999999,0.3995872,0.3611657,0.2392471,0.6275511,0.7553229,0.8969926,0.8210614,0.9385842,48660960.24694117,180395847.01733667,False,71.19938,96.91481,79.7837,83.81601,76.38108,39.95872,36.11657,23.92471,62.75511,75.53229,89.69926000000001,82.10614000000001,93.85842,67.15762999999998,61.17675581549308,Paris,3.5641631728486667,16692264260.420671,Paris (75),75,29.76919682774535,109.13467994736067,16.69226426042067
2025,Paris,29277606.717925653,104430508.157539,16761665016.313116,3.5669072668292885,0.6972208,0.8362232,0.8148457,0.7446892,160.5054434,572.5080324291171,0.9735468,33.21105,0.6677164,0.4782063,0.3165189,0.2052748,0.6376116,0.724152,0.8971423000000001,0.8364921000000001,0.9452055,49033379.80237833,175116048.7889526,False,69.72207999999999,97.35468,83.62232,81.48457,74.46892000000001,47.82063,31.65189,20.52748,63.76116,72.4152,89.71423,83.64921000000001,94.52055,66.77164,59.70954242992151,Paris,-1.6513381689946316,16761665016.313116,Paris (75),75,29.277606717925654,104.430508157539,16.761665016313117
2014,Seine-Saint-Denis,2613910.294973482,8296047.145508152,912106218.8120376,3.173807135409869,0.8114433,0.6354643,0.9490663,0.6352387,109.9446764,348.9431984586491,0.9130268,7.928179999999996,0.6609048,0.1878901,0.2399886,0.5721212,0.5106984999999999,0.5979813,0.8400611,0.6952057,0.9208203,45805326.20117184,170763889.39044192,False,81.14433,91.30268,63.54643,94.90663,63.52387,18.78901,23.99886,57.21212,51.06985,59.79813000000001,84.00611,69.52057,92.08203,66.09048,5.706564087096514,Petite couronne,,912106218.8120376,Seine-Saint-Denis (93),93,2.613910294973482,8.296047145508153,0.9121062188120376
2015,Seine-Saint-Denis,2362758.3385759364,8927265.42339042,819703418.0396029,3.7783235287494494,0.8675296,0.5622166000000001,0.928622,0.6073848,91.8202136,346.92647345968027,0.8777824999999999,13.622249999999998,0.7008167000000001,0.198788,0.2279979,0.5732141,0.5283595,0.6446689999999999,0.8369378000000001,0.7551159,0.9154405,47024971.27799479,173545351.86551732,False,86.75296,87.77824999999999,56.22166000000001,92.8622,60.73848,19.8788,22.79979,57.32140999999999,52.83595,64.4669,83.69378,75.51159,91.54405,70.08167,5.024475878163019,Petite couronne,-9.608285214703338,819703418.0396029,Seine-Saint-Denis (93),93,2.3627583385759365,8.92726542339042,0.8197034180396029
2016,Seine-Saint-Denis,2327952.60959439,8414728.426176997,787168807.5654778,3.614647648537457,0.8677746,0.5882345,0.8627043,0.5875224,93.5465493,338.13781445603826,0.9175582,14.895689999999997,0.7491850999999999,0.2314025,0.2519504,0.5166471,0.487324,0.6895256000000001,0.8749889,0.777563,0.9442501,45053118.14012324,168323588.77563253,False,86.77745999999999,91.75582,58.82345,86.27043,58.75224,23.14025,25.19504,51.66471,48.732400000000005,68.95256,87.49888999999999,77.7563,94.42501,74.91851,5.167128726482464,Petite couronne,-1.4730972868991945,787168807.5654778,Seine-Saint-Denis (93),93,2.32795260959439,8.414728426176996,0.7871688075654778
2017,Seine-Saint-Denis,2086935.2860346527,7582950.13713307,614455159.3884201,3.633533913522202,0.8660877,0.553997,0.9022555,0.6399262,81.0311486,294.4294264897571,0.8993159,14.60247,0.7635698,0.2008515,0.2486377,0.5505108,0.4675893,0.704029,0.8764668999999999,0.8240451,0.9681935,48126217.61867475,179606704.53159204,False,86.60877,89.93159,55.3997,90.22555,63.99262,20.08515,24.86377,55.05108,46.75893,70.4029,87.64668999999999,82.40451,96.81935,76.35698,4.3363791905907965,Petite couronne,-10.35318857292934,614455159.3884201,Seine-Saint-Denis (93),93,2.086935286034653,7.5829501371330705,0.6144551593884201
2018,Seine-Saint-Denis,2254838.430773971,9253163.808822848,686314974.9225435,4.103692611646108,0.9086182,0.5164187,0.8461293999999999,0.6020581,74.1708446,304.3743469845716,0.8812581,14.948580000000003,0.7523493,0.1924945,0.3218121,0.4856934,0.4844289,0.7206429,0.8752883,0.8124317000000001,0.9417635,50072565.40452994,191943420.85517684,False,90.86182,88.12581,51.64187,84.61294,60.20581000000001,19.249450000000003,32.18121,48.56934,48.44289,72.06429,87.52883,81.24317,94.17635,75.23493,4.503141415977823,Petite couronne,8.045440884673894,686314974.9225435,Seine-Saint-Denis (93),93,2.254838430773971,9.253163808822848,0.6863149749225436
2019,Seine-Saint-Denis,2479433.456144299,9193457.53339535,713023019.5837224,3.7078863764675702,0.8863255,0.5110351000000001,0.8620361,0.666767,77.5576563,287.5749771855243,0.9263881,16.626310000000004,0.7698028,0.1575274,0.3494971,0.4929755,0.5357759,0.7332014,0.889687,0.8369552,0.9702059,50584879.11865042,196361211.53661975,False,88.63255,92.63881,51.10351000000001,86.20361,66.6767,15.75274,34.94971,49.29755,53.57759,73.32014,88.9687,83.69552,97.02059,76.98028000000001,4.901530851400499,Petite couronne,9.960581756327258,713023019.5837224,Seine-Saint-Denis (93),93,2.479433456144299,9.19345753339535,0.7130230195837224
2020,Seine-Saint-Denis,1117918.470966089,4427210.992748007,301178296.5608815,3.960227071766759,0.8932703,0.460091,0.876252,0.7381093,68.0289006,269.4098938186499,0.9503089,14.49436,0.8565097,0.0696925,0.2370909,0.6932166,0.5477268000000001,0.6258795,0.8673779,0.7799134,0.9115366,17411689.632677298,66128161.16805763,True,89.32703,95.03089,46.0091,87.6252,73.81093,6.969250000000001,23.70909,69.32166,54.77268000000001,62.587950000000006,86.73779,77.99134,91.15366,85.65097,6.420505387759964,Petite couronne,-54.912342245129885,301178296.5608815,Seine-Saint-Denis (93),93,1.117918470966089,4.427210992748007,0.3011782965608815
2021,Seine-Saint-Denis,1152987.164852018,4379146.914406093,301791567.74847287,3.798088172966038,0.9090444,0.5298657999999999,0.8009671,0.7244913,68.915607,261.74755187947545,0.9281355,20.07135,0.8253244,0.1539191,0.3257124,0.5203685,0.4294000999999999,0.5725747999999999,0.8604551,0.8419759,0.9017373,22608370.153213795,82549300.81827837,True,90.90444,92.81355,52.98658,80.09671,72.44913,15.39191,32.57124,52.03685,42.94001,57.25748,86.04551000000001,84.19759,90.17373,82.53244,5.099824343985805,Petite couronne,3.1369634545552305,301791567.74847287,Seine-Saint-Denis (93),93,1.152987164852018,4.379146914406093,0.3017915677484729
2022,Seine-Saint-Denis,2260551.867522071,10192895.392327368,781563170.8934115,4.509029648366539,0.8249275,0.5417027000000001,0.8575739,0.801669,76.6772483,345.73998593986283,0.928848,20.327890000000004,0.6817208,0.3256275,0.3624528,0.3119197,0.478925,0.6154902,0.8731434,0.7734897000000001,0.9391869,44085351.650253415,171921744.81550583,False,82.49275,92.88479999999998,54.17027000000001,85.75739,80.1669,32.56275,36.24528,31.19197,47.892500000000005,61.54902,87.31434,77.34897000000001,93.91869,68.17208000000001,5.127671171721451,Petite couronne,96.0604537876365,781563170.8934115,Seine-Saint-Denis (93),93,2.260551867522071,10.192895392327369,0.7815631708934115
2023,Seine-Saint-Denis,2211022.234942013,8620962.843106734,723146199.2531986,3.899084643684205,0.8438101,0.5841527999999999,0.8433726,0.7958515,83.8823009,327.06419131608783,0.9557044,12.707419999999995,0.7327415,0.3118266,0.3146153,0.3735581,0.4579292,0.5654854,0.8535138,0.7572394,0.9237001,47580278.49712865,175134811.62252828,False,84.38101,95.57044,58.41527999999999,84.33726,79.58515,31.18266,31.46153,37.35581,45.79292,56.54854,85.35138,75.72394,92.37001,73.27415,4.646929998687256,Petite couronne,-2.1910416341984096,723146199.2531986,Seine-Saint-Denis (93),93,2.2110222349420128,8.620962843106733,0.7231461992531987
2024,Seine-Saint-Denis,2807300.3848474347,11168869.912338449,1082305294.0012426,3.978509023338958,0.7446791,0.6895383,0.812804,0.7927709,96.9037425,385.5324139315649,0.9322226,19.1759,0.6942467,0.4498339,0.2387984,0.3113677,0.6103457999999999,0.7156137,0.8356759,0.7712018,0.9234134,48660960.24694117,180395847.01733667,False,74.46791,93.22226,68.95383000000001,81.2804,79.27709,44.98339,23.87984,31.13677,61.03457999999999,71.56137,83.56759,77.12018,92.34134,69.42467,5.76910190551347,Petite couronne,26.968437516462163,1082305294.0012426,Seine-Saint-Denis (93),93,2.8073003848474345,11.16886991233845,1.0823052940012425
2025,Seine-Saint-Denis,2491344.0140153742,8456851.578107877,801749116.1268638,3.3944937072250068,0.8735882,0.6270766,0.8222269999999999,0.7800039,94.804681,321.81389306997414,0.9250059,10.83265,0.733205,0.3693662,0.2761075,0.3545263,0.5323613,0.6453852,0.8883344,0.8102267000000001,0.9299646,49033379.80237833,175116048.7889526,False,87.35882000000001,92.50059,62.70766,82.22269999999999,78.00039,36.93662,27.61075,35.45263,53.23613,64.53852,88.83344,81.02267,92.99645999999998,73.3205,5.08091431603606,Petite couronne,-11.254811652413588,801749116.1268638,Seine-Saint-Denis (93),93,2.4913440140153744,8.456851578107877,0.8017491161268638
2014,Seine-et-Marne,4186536.875779818,12421896.387515018,1492818524.4381669,2.967105451615356,0.7632889,0.7364873999999999,0.9460337,0.8552573,120.1763787,356.5759883961616,0.9319216,32.219559999999994,0.619503,0.2339655,0.1772022,0.5888323,0.8120818000000001,0.8407574,0.8168834,0.8818436000000001,0.939516,45805326.20117184,170763889.39044192,False,76.32889,93.19216,73.64873999999999,94.60337,85.52573,23.39655,17.72022,58.88323,81.20818000000001,84.07574,81.68834000000001,88.18436000000001,93.9516,61.950300000000006,9.13984731250034,Grande couronne,,1492818524.4381669,Seine-et-Marne (77),77,4.186536875779818,12.421896387515018,1.4928185244381669
2015,Seine-et-Marne,4031737.6687831166,12701345.84687985,1518301659.5110488,3.150340347097396,0.7648756,0.7630589999999999,0.9403241,0.8213201,119.538644,376.587413230512,0.9449926,25.45479,0.649344,0.2633014,0.142738,0.5939607,0.7716548000000001,0.8230867,0.8300736,0.857927,0.943295,47024971.27799479,173545351.86551732,False,76.48756,94.49926,76.3059,94.03241,82.13201,26.33014,14.2738,59.39607,77.16548,82.30866999999999,83.00735999999999,85.7927,94.3295,64.9344,8.573610061235183,Grande couronne,-3.697547915850308,1518301659.5110488,Seine-et-Marne (77),77,4.031737668783117,12.70134584687985,1.5183016595110488
2016,Seine-et-Marne,4170158.508760524,13520481.003113538,1362376909.5279105,3.2421983420318874,0.7882962,0.7378821,0.9068236,0.802337,100.763938,326.6966727202039,0.9445952,28.447560000000006,0.676855,0.2621817,0.1202572,0.6175611,0.7524607,0.8588178,0.8382947000000001,0.8513146,0.9602042,45053118.14012324,168323588.77563253,False,78.82962,94.45952,73.78820999999999,90.68236,80.2337,26.21817,12.02572,61.75611,75.24607,85.88177999999999,83.82947,85.13146,96.02042,67.6855,9.256092987372345,Grande couronne,3.4332799241669543,1362376909.5279105,Seine-et-Marne (77),77,4.170158508760524,13.520481003113538,1.3623769095279106
2017,Seine-et-Marne,4465721.304373576,14497328.192440486,1615418173.0050857,3.246357576824665,0.7650498,0.7744683,0.9454067,0.8291804,111.428682,361.73734608628615,0.9557692,28.362289999999994,0.6509168,0.3270202,0.1206164,0.5523634,0.7598243,0.8428367999999999,0.8142834,0.8492881,0.9600842,48126217.61867475,179606704.53159204,False,76.50498,95.57692,77.44683,94.54067,82.91804,32.70202,12.06164,55.23634,75.98243,84.28367999999999,81.42834,84.92881,96.00842,65.09168,9.279186117964755,Grande couronne,7.087567414815155,1615418173.0050857,Seine-et-Marne (77),77,4.465721304373576,14.497328192440486,1.6154181730050856
2018,Seine-et-Marne,4531053.420769808,14558231.0182518,1713627145.651301,3.212990372507772,0.7348471,0.7672731,0.9047381,0.8043201,117.7084732,378.19619115418914,0.9220731,30.60345,0.6309918999999999,0.3446929,0.1257579,0.5295492,0.80376,0.8938455,0.8308738999999999,0.8889803000000001,0.9509904,50072565.40452994,191943420.85517684,False,73.48470999999999,92.20731,76.72731,90.47381,80.43200999999999,34.46929,12.57579,52.95492000000001,80.376,89.38454999999999,83.08739,88.89803,95.09904,63.09918999999999,9.048973992372868,Grande couronne,1.4629689571592277,1713627145.651301,Seine-et-Marne (77),77,4.531053420769808,14.558231018251801,1.7136271456513008
2019,Seine-et-Marne,4780919.600333607,15375797.99258862,1662564059.7374065,3.2160754160173948,0.7462037,0.7578465999999998,0.8977706999999999,0.8360531,108.1286357,347.74984704227086,0.9323449,34.93384,0.6090078,0.3107947,0.1194593,0.569746,0.7919323,0.8596089,0.8411782,0.8694445000000001,0.9373984,50584879.11865042,196361211.53661975,False,74.62037000000001,93.23449,75.78465999999999,89.77707,83.60531,31.07947,11.94593,56.9746,79.19323,85.96089,84.11782,86.94445,93.73984,60.90078,9.451282050352678,Grande couronne,5.514527337471731,1662564059.7374065,Seine-et-Marne (77),77,4.780919600333607,15.375797992588621,1.6625640597374065
2020,Seine-et-Marne,2161087.589925363,7145614.257910105,606964774.9275681,3.306489885565856,0.9069812,0.7023300999999998,0.8947427,0.8781117,84.9422811,280.86079331404176,0.9555337,30.47934,0.795838,0.0612038,0.2088573,0.7299388,0.7972207,0.8205534999999999,0.8742658999999999,0.8991467,0.8816648,17411689.632677298,66128161.16805763,True,90.69812,95.55337,70.23300999999998,89.47427,87.81117,6.12038,20.88573,72.99388,79.72207,82.05534999999999,87.42658999999999,89.91467,88.16648,79.58380000000001,12.41170521366033,Grande couronne,-54.797658806591,606964774.9275681,Seine-et-Marne (77),77,2.161087589925363,7.145614257910105,0.6069647749275681
2021,Seine-et-Marne,2202278.945485424,6988779.9491865765,706144549.5179486,3.1734308514883063,0.8556842,0.7498504,0.8965753999999999,0.8610065,101.0397458,320.64264654825604,0.9651832,16.510759999999998,0.7347812,0.2083174,0.1529642,0.6387184,0.737506,0.8045848,0.834232,0.8810936,0.9276301,22608370.153213795,82549300.81827837,True,85.56842,96.51832,74.98504,89.65754,86.10065,20.83174,15.29642,63.87184,73.7506,80.45848,83.4232,88.10936000000001,92.76301,73.47812,9.740989423655416,Grande couronne,1.906047480541173,706144549.5179486,Seine-et-Marne (77),77,2.202278945485424,6.9887799491865765,0.7061445495179486
2022,Seine-et-Marne,4166268.5564483474,17143037.069088086,1763818947.171732,4.1147220436750125,0.7243132,0.7212985000000001,0.8807369,0.8870116,102.8883587,423.35699758043177,0.9370058,33.78064,0.629962,0.3583741,0.1926264,0.4489995,0.7381148,0.7589231,0.8241158,0.8735724,0.9190903,44085351.650253415,171921744.81550583,False,72.43132,93.70058000000002,72.12985,88.07369,88.70116,35.83741,19.26264,44.89995,73.81147999999999,75.89231,82.41158,87.35724,91.90903,62.9962,9.4504600745867,Grande couronne,89.17987501033953,1763818947.171732,Seine-et-Marne (77),77,4.1662685564483475,17.143037069088088,1.763818947171732
2023,Seine-et-Marne,3842578.458188671,14449636.06232111,1701685075.2777154,3.7604010482930863,0.7091361,0.7626372,0.8863326,0.9034955,117.7666391,442.8497931255936,0.9773913,30.41350000000001,0.6540684,0.4135536,0.1442377,0.4422086,0.7210653,0.780814,0.820072,0.8091963,0.9277591,47580278.49712865,175134811.62252828,False,70.91361,97.73913,76.26372,88.63326,90.34955,41.355360000000005,14.42377,44.22086,72.10653,78.0814,82.0072,80.91963,92.77591,65.40684,8.075989841926967,Grande couronne,-7.769304687732736,1701685075.2777154,Seine-et-Marne (77),77,3.842578458188671,14.44963606232111,1.7016850752777155
2024,Seine-et-Marne,3135411.4250007668,10797374.141792735,1307011296.06116,3.443686546428303,0.8031344,0.7315466,0.858478,0.8953585,121.0489957,416.8547979507475,0.9593688,36.4954,0.7554611,0.3083105,0.1249823,0.5667072,0.7888997,0.8245289,0.8524198000000001,0.8658667,0.9370693,48660960.24694117,180395847.01733667,False,80.31344,95.93688,73.15466,85.84779999999999,89.53585,30.83105,12.49823,56.67072,78.88997,82.45289,85.24198000000001,86.58667,93.70693,75.54611,6.4433817357680665,Grande couronne,-18.40345072670947,1307011296.06116,Seine-et-Marne (77),77,3.135411425000767,10.797374141792735,1.3070112960611602
2025,Seine-et-Marne,3483463.3657591133,12363466.341676535,1541707507.728251,3.5491879900916654,0.7846197,0.7301958000000001,0.8558105,0.8616977,124.6986456,442.5789353442169,0.9787867,29.64789,0.7689931999999999,0.2939444,0.2007515,0.5053041,0.7549121999999999,0.7847008,0.8860024,0.8455543999999999,0.947976,49033379.80237833,175116048.7889526,False,78.46197000000001,97.87867,73.01958,85.58105,86.16977,29.39444,20.07515,50.53041,75.49122,78.47008,88.60024,84.55543999999999,94.7976,76.89931999999999,7.104269336110808,Grande couronne,11.100678462261504,1541707507.728251,Seine-et-Marne (77),77,3.483463365759113,12.363466341676535,1.541707507728251
2014,Val-d'Oise,2464236.7965207137,7486798.685009412,685104691.7757641,3.038181515502129,0.8605647,0.6271192,0.9233589,0.6709629,91.508363,278.01901698045896,0.9061846,19.61625,0.6590926,0.2764664,0.1327619,0.5907718,0.6434339,0.7152102,0.8698020000000001,0.7886826,0.9111478,45805326.20117184,170763889.39044192,False,86.05646999999999,90.61846,62.71192,92.33589,67.09629,27.64664,13.27619,59.07718,64.34339,71.52102000000001,86.98020000000001,78.86826,91.11478,65.90926,5.379804055314579,Grande couronne,,685104691.7757641,Val-d'Oise (95),95,2.464236796520714,7.486798685009411,0.6851046917757642
2015,Val-d'Oise,2660730.129743934,8095359.408890438,854516469.7102412,3.0425330695486683,0.868313,0.6167883,0.9019014,0.6628365,105.556335,321.1586399378576,0.909881,13.99901,0.7047299,0.3226919,0.1094518,0.5678563,0.6210228,0.7181347,0.8867743,0.8220333,0.9225477,47024971.27799479,173545351.86551732,False,86.8313,90.9881,61.67883,90.19014,66.28365000000001,32.269189999999995,10.94518,56.78563,62.10228,71.81347,88.67743,82.20333,92.25477,70.47299,5.6581217541094295,Grande couronne,7.973800793034647,854516469.7102412,Val-d'Oise (95),95,2.6607301297439343,8.095359408890438,0.8545164697102412
